"Id","Speed","TravelTime","Status","DataAsOf","linkId"
"223","45.98","57","0","7/25/2019 05:33:11","4616341"
"433","55.30","136","0","7/7/2019 09:53:10","4616215"
"364","29.82","185","0","7/22/2019 05:58:03","4456511"
"265","60.89","121","0","7/25/2019 04:23:03","4620298"
"330","20.50","242","0","7/23/2019 10:38:08","4329507"
"222","21.12","323","0","7/11/2019 13:58:04","4616332"
"417","45.36","102","0","7/16/2019 18:23:04","4763649"
"406","37.28","184","0","7/7/2019 19:44:04","4456506"
"155","0.00","0","-","7/29/2019 13:48:10","4616232"
"411","44.11","105","0","7/20/2019 19:38:05","4763652"
"422","43.49","205","0","7/20/2019 13:03:14","4616298"
"4","0.00","0","-","7/6/2019 01:43:11","4616338"
"344","2.48","1750","0","7/5/2019 06:28:07","4620330"
"338","44.11","116","0","7/14/2019 23:53:05","4616255"
"440","56.54","136","0","7/19/2019 06:28:08","4329483"
"424","38.52","138","0","7/13/2019 12:23:11","4616300"
"263","50.33","42","0","7/18/2019 04:28:04","4763657"
"171","5.59","2066","0","7/13/2019 14:33:11","4616357"
"119","17.39","409","0","7/19/2019 02:18:03","4456502"
"212","50.95","213","0","7/8/2019 05:14:05","4362244"
"186","0.00","0","-","7/9/2019 04:33:03","4620315"
"211","61.51","268","0","7/4/2019 06:58:03","4362250"
"205","60.89","265","0","7/12/2019 04:38:07","4362247"
"140","34.17","88","0","7/7/2019 19:43:03","4456479"
"106","14.91","150","0","7/30/2019 12:02:04","4616323"
"398","36.66","203","0","7/23/2019 06:33:04","4456481"
"380","42.87","54","0","7/3/2019 08:44:03","4763648"
"413","44.73","48","0","7/13/2019 22:09:05","4616219"
"354","0.00","0","-","7/11/2019 22:04:13","4616228"
"381","50.95","31","0","7/30/2019 21:12:04","4616194"
"381","37.28","42","0","7/25/2019 10:08:04","4616194"
"385","27.34","52","0","7/14/2019 16:13:04","4616208"
"221","22.36","451","0","7/19/2019 04:28:13","4616333"
