,Speed,TravelTime,DataAsOf,linkId
96918,50.9375,84,2/3/2019 13:23:11,4616309
44072,42.875,173,12/2/2019 04:28:03,4456481
629040,28.578125,150,6/17/2019 08:19:03,4620331
1075346,42.25,50,6/28/2019 20:33:03,4763657
684087,41.625,60,8/18/2019 17:39:03,4616253
945494,13.671875,291,12/24/2019 18:53:11,4616229
60263,0.0,0,3/1/2019 16:45:13,4616337
565050,1.8603515625,2974,5/15/2019 16:32:09,4329473
790459,32.3125,131,3/21/2019 12:08:12,4616310
909032,0.0,0,1/24/2019 11:57:14,4616196
38205,34.15625,161,12/2/2019 00:58:07,4329472
113717,51.5625,139,1/4/2019 00:23:13,4616232
50298,46.59375,178,9/2/2019 09:52:03,4616196
1152545,49.6875,44,3/30/2019 20:13:04,4456483
358416,42.25,54,8/10/2019 08:24:03,4763650
225752,39.125,109,5/6/2019 22:58:03,4620332
784846,16.765625,372,9/21/2019 08:43:06,4616324
587353,31.68,50,7/16/2019 06:23:04,4616194
626204,41.0,267,6/17/2019 06:33:03,4616351
356300,53.4375,156,1/10/2019 06:13:22,4616297
911054,24.84375,274,11/23/2019 21:45:11,4616329
546631,54.6875,98,6/15/2019 05:14:09,4616300
310207,20.5,110,9/9/2019 03:08:04,4616323
994882,47.84375,89,10/26/2019 03:39:03,4616220
217088,21.734375,245,8/6/2019 16:58:11,4616337
833338,49.08,109,7/22/2019 14:38:04,4616210
583123,48.46875,129,12/15/2019 16:43:10,4616203
280887,52.1875,146,5/8/2019 08:58:03,4616352
976393,15.53125,253,6/26/2019 07:18:06,4362249
40419,53.4375,139,5/2/2019 03:59:04,4616261
609249,34.78125,46,1/16/2019 18:34:03,4616194
741758,59.03125,37,8/20/2019 05:18:03,4456483
1016514,0.0,0,1/27/2019 06:28:05,4456481
1121090,48.46875,95,1/29/2019 23:13:04,4456497
893066,46.59375,134,12/23/2019 11:23:13,4616203
350650,56.53125,75,6/10/2019 03:58:03,4620332
297551,36.03125,202,5/8/2019 19:13:05,4616225
197910,57.15625,106,8/6/2019 05:02:03,4616198
731823,49.09375,94,4/19/2019 13:39:03,4763649
619478,58.40625,283,11/16/2019 14:03:03,4362250
362637,0.0,0,3/10/2019 11:13:04,4616266
18320,24.84375,163,10/1/2019 14:14:11,4616223
889067,14.2890625,437,1/23/2019 23:48:12,4616324
167832,45.375,196,5/5/2019 10:47:12,4616259
443020,57.15625,50,10/12/2019 07:28:04,4616200
1000491,32.9375,163,1/26/2019 20:28:13,4616241
410762,32.9375,70,9/11/2019 17:29:04,4763650
810511,27.34375,302,4/21/2019 13:24:04,4616297
994574,16.77,436,7/26/2019 18:32:13,4616261
636779,43.5,65,8/17/2019 12:23:04,4616211
1081133,54.0625,297,6/29/2019 00:09:06,4362247
913246,13.0390625,426,3/24/2019 16:08:03,4329473
1046779,50.33,86,7/28/2019 03:13:03,4456496
103557,34.15625,259,3/1/2019 16:45:04,4616298
1000307,48.46875,142,5/26/2019 22:14:03,4456505
974124,41.0,122,9/26/2019 05:51:03,4329507
1014846,21.125,297,5/27/2019 07:13:04,4616324
895326,65.86,59,7/24/2019 05:07:04,4616209
875770,51.5625,146,10/23/2019 04:14:04,4616217
717140,48.46875,157,2/19/2019 10:02:02,4329483
729267,0.0,0,6/19/2019 22:10:12,4616216
747604,47.84375,174,9/20/2019 09:43:04,4616196
500741,45.375,96,11/13/2019 14:54:02,4456497
812559,5.58984375,408,11/21/2019 10:17:03,4456498
939438,46.59375,107,4/24/2019 19:18:16,4616364
73527,44.125,52,1/2/2019 23:28:17,4763650
277782,36.03125,147,3/8/2019 05:44:03,4456510
787383,30.4375,272,5/21/2019 10:23:03,4620310
190388,59.03125,85,1/5/2019 23:43:23,4616214
135113,19.265625,260,6/4/2019 14:33:05,4362342
788333,43.5,127,9/21/2019 10:53:12,4616252
250209,42.25,177,11/7/2019 08:13:03,4456481
479462,58.40625,95,9/13/2019 12:03:10,4616266
308225,0.00,0,7/9/2019 01:24:04,4456505
338916,53.43,154,7/9/2019 20:23:14,4616297
787335,41.625,51,9/21/2019 10:12:04,4616204
1035937,39.75,98,1/27/2019 18:28:05,4362249
709707,50.34375,110,9/19/2019 10:17:11,4616239
1129441,59.03125,155,5/30/2019 06:03:04,4616355
328258,44.71875,214,5/9/2019 14:13:07,4362251
675621,16.15625,332,9/18/2019 13:19:03,4456510
983764,0.0,0,11/25/2019 17:38:11,4616325
147468,42.25,381,3/4/2019 16:45:06,4362247
830023,49.6875,185,8/22/2019 11:52:03,4616355
247852,45.96875,155,11/7/2019 06:53:11,4616235
739620,19.875,361,3/20/2019 04:38:05,4456477
36723,51.5625,212,9/2/2019 01:33:03,4362244
699269,56.53125,47,6/19/2019 03:43:04,4616197
785776,28.578125,427,9/21/2019 09:18:12,4616357
312292,47.21875,215,9/9/2019 04:23:09,4616328
105522,55.3125,90,9/3/2019 20:09:03,4616214
456904,47.84,103,7/12/2019 21:41:12,4616364
887935,51.5625,85,9/24/2019 00:34:04,4456496
212088,28.578125,204,11/6/2019 09:24:04,4616206
78660,60.28125,130,1/3/2019 03:08:17,4616213
300210,42.25,161,1/8/2019 19:33:24,4616332
141376,50.9375,151,6/4/2019 18:22:09,4329483
710248,18.015625,243,10/19/2019 00:43:08,4620314
782539,48.46875,147,11/20/2019 16:14:03,4616216
927473,49.09375,152,6/25/2019 00:59:10,4616215
1173981,31.68,287,7/31/2019 09:18:03,4616355
75731,54.6875,101,9/3/2019 01:43:10,4616239
286635,46.60,99,7/8/2019 12:08:03,4456496
1167085,27.953125,361,10/30/2019 11:38:12,4616333
217062,11.1796875,480,6/6/2019 17:12:03,4329472
438991,41.0,51,6/12/2019 10:19:02,4763657
235700,0.00,0,7/7/2019 04:29:08,4329499
211757,14.90625,164,10/6/2019 12:39:10,4616267
983623,32.3125,170,4/25/2019 21:56:03,4329472
346729,0.0,0,1/10/2019 00:18:14,4616309
274368,59.03125,42,6/8/2019 04:48:04,4616267
756831,52.8125,142,10/20/2019 04:38:03,4616217
968491,0.0,0,1/26/2019 00:43:11,4616217
221687,59.65625,132,6/6/2019 20:03:04,4616213
324980,25.46875,284,4/9/2019 08:08:05,4616225
846186,52.1875,89,1/22/2019 21:07:03,4763652
440396,0.0,0,6/12/2019 11:32:03,4616200
258872,9.9375,249,6/7/2019 19:08:04,4616267
203942,60.28125,126,1/6/2019 08:08:25,4616352
711080,12.421875,504,6/19/2019 10:58:01,4456500
335634,49.6875,122,1/9/2019 17:23:22,4616198
1194825,21.74,231,7/31/2019 22:05:08,4329507
185366,31.6875,76,10/5/2019 20:49:04,4456452
463388,48.46875,209,3/13/2019 01:34:04,4616328
330728,48.46,80,7/9/2019 15:18:04,4616195
1124803,49.6875,151,8/30/2019 02:04:04,4616217
973543,0.00,0,7/26/2019 05:27:13,4616339
1073066,54.6875,163,4/28/2019 04:04:10,4616298
1143800,31.6875,400,12/29/2019 17:49:04,4616319
1007770,44.125,157,12/26/2019 08:58:03,4456478
414824,37.28,43,7/11/2019 19:28:05,4616194
578865,49.09375,94,1/15/2019 23:43:03,4763656
573965,42.25,109,4/15/2019 14:09:03,4763649
242168,13.0390625,412,6/7/2019 08:48:08,4329508
881685,62.125,97,12/23/2019 04:34:11,4616198
25803,45.96875,142,8/1/2019 18:47:03,4456506
418532,51.5625,121,5/11/2019 21:57:05,4616203
916385,27.953125,316,1/24/2019 16:28:03,4616298
123927,57.15625,131,2/4/2019 05:58:11,4616247
615487,50.34375,78,11/16/2019 11:38:04,4616195
901893,54.6875,167,8/24/2019 08:18:03,4616354
348854,55.3125,84,3/10/2019 01:39:03,4763649
403714,44.71875,88,1/11/2019 11:33:20,4362249
488306,37.28,143,7/13/2019 17:03:11,4616241
468212,7.44921875,709,4/12/2019 22:13:09,4329473
58001,7.44921875,417,3/1/2019 16:45:13,4616325
861904,42.875,119,4/22/2019 20:38:04,4616255
864713,8.0703125,706,11/22/2019 17:44:03,4616206
555962,29.203125,152,4/15/2019 03:19:04,4620330
821963,0.0,0,12/21/2019 16:38:11,4616310
836532,14.29,762,7/22/2019 16:37:03,4616350
275286,63.375,124,5/8/2019 05:28:04,4616201
716806,56.53125,95,10/19/2019 04:38:10,4616241
905935,0.0,0,4/23/2019 23:03:07,4362249
914863,39.125,61,10/24/2019 03:39:03,4456452
550629,15.53125,656,12/14/2019 21:05:11,4616333
979513,58.40625,128,5/26/2019 09:24:04,4616215
609505,64.625,80,11/16/2019 08:03:04,4616202
719572,44.73,56,7/19/2019 16:18:04,4616305
340990,28.578125,137,4/9/2019 17:13:03,4616209
780003,11.796875,1260,12/20/2019 15:19:12,4616365
885984,7.44921875,393,5/23/2019 23:29:05,4456479
555053,46.59375,114,2/15/2019 06:28:12,4616241
228286,58.40625,134,6/7/2019 00:14:04,4616213
751339,0.0,0,8/20/2019 11:12:03,4456498
1086284,53.4375,87,12/28/2019 07:19:04,4763649
909679,52.8125,158,12/23/2019 21:21:04,4616297
373427,0.6201171875,5355,9/10/2019 18:17:09,4329473
255695,46.59375,100,3/7/2019 16:03:02,4763652
103248,27.34375,351,5/3/2019 18:58:05,4362251
82773,18.015625,678,11/3/2019 03:44:10,4616357
594821,0.0,0,5/16/2019 11:13:04,4616281
911470,61.5,76,12/23/2019 22:28:05,4616246
695555,54.68,40,7/19/2019 01:28:03,4456483
1090637,59.03125,199,9/29/2019 06:18:06,4362252
708620,47.21875,158,12/18/2019 20:14:05,4616217
1177573,14.90625,499,5/31/2019 11:42:04,4456481
586894,23.609375,100,1/16/2019 04:43:05,4456450
951046,16.15625,434,5/25/2019 15:48:04,4456478
926480,9.3203125,456,4/24/2019 11:28:03,4620314
10399,13.0390625,193,11/1/2019 09:22:12,4616253
1157242,47.84375,91,9/30/2019 22:56:04,4456496
728427,0.0,0,1/19/2019 20:28:11,4616255
763192,26.09375,156,2/20/2019 14:16:12,4616223
335860,50.9375,52,4/9/2019 14:08:07,4362314
149263,62.75,62,10/4/2019 22:58:04,4616209
883069,45.96875,139,4/23/2019 09:08:05,4456500
1017187,47.21875,149,9/27/2019 08:29:03,4616216
322712,8.0703125,853,5/9/2019 10:48:14,4616339
15535,51.5625,223,1/1/2019 12:02:24,4616320
12945,55.90625,146,6/1/2019 10:53:11,4616228
1114825,51.5625,107,11/29/2019 00:19:09,4616266
101164,11.1796875,1728,6/3/2019 17:28:03,4620343
561037,50.34375,86,12/15/2019 03:29:03,4456496
401078,39.125,54,6/11/2019 11:18:03,4616204
144927,24.84375,161,2/4/2019 17:47:13,4616223
550024,54.0625,99,2/15/2019 03:23:10,4616241
293272,21.734375,210,6/8/2019 16:44:03,4456496
574629,4.96875,1540,6/15/2019 22:47:04,4620315
1189790,37.90,57,7/31/2019 19:03:04,4456483
1081905,52.8125,101,9/29/2019 00:27:09,4616299
210300,42.25,131,9/6/2019 12:58:10,4616239
509506,62.75,51,1/14/2019 04:48:18,4616212
130021,17.390625,389,5/4/2019 11:29:04,4616272
160375,48.46875,47,2/5/2019 04:35:05,4763648
716964,57.78125,44,4/19/2019 04:43:04,4616253
798169,9.9375,1108,3/21/2019 16:58:04,4616350
302136,44.71875,156,10/8/2019 18:58:04,4616199
960756,57.15625,287,2/25/2019 15:32:03,4362250
211627,31.6875,83,12/6/2019 09:09:13,4616341
323755,13.0390625,242,11/9/2019 04:28:11,4616338
841897,11.796875,350,5/22/2019 20:13:04,4620332
449469,13.0390625,825,9/12/2019 17:33:10,4616350
734439,0.0,0,8/20/2019 00:48:09,4616339
264834,17.390625,410,11/7/2019 17:03:11,4616235
722026,34.15625,438,11/19/2019 03:59:10,4616257
329567,8.0703125,1057,8/9/2019 14:32:04,4616259
421902,0.0,0,9/12/2019 00:27:09,4620298
244573,27.953125,84,12/7/2019 04:53:04,4456450
31145,32.9375,151,5/1/2019 22:13:08,4362342
455095,59.65625,102,10/12/2019 14:44:03,4616198
806213,51.5625,104,8/21/2019 21:06:12,4616299
582545,0.0,0,5/16/2019 03:28:05,4616305
1167406,59.03125,42,8/31/2019 04:22:11,4616305
708938,37.28125,115,6/19/2019 09:43:03,4616309
652819,43.5,180,6/17/2019 22:54:04,4616353
998702,45.375,47,1/26/2019 19:23:04,4616218
872160,39.75,138,10/23/2019 02:04:03,4329472
922461,45.375,239,5/24/2019 22:03:06,4362244
142500,50.9375,49,4/4/2019 17:13:12,4616305
849039,24.234375,339,10/22/2019 12:12:03,4620310
721205,43.5,53,2/19/2019 12:33:02,4763650
253387,41.0,52,2/7/2019 13:18:03,4616204
169224,47.84375,192,1/5/2019 10:38:38,4616355
401549,12.421875,562,5/11/2019 11:33:13,4616235
1066398,26.09375,366,2/28/2019 08:31:04,4616340
20759,0.0,0,10/1/2019 15:43:06,4362342
882714,26.09375,369,6/23/2019 21:23:07,4362251
1159026,0.0,0,8/30/2019 23:13:11,4616318
217534,53.4375,310,9/6/2019 17:28:03,4362250
241492,52.8125,169,4/7/2019 05:02:18,4616259
971092,0.0,0,3/26/2019 03:58:11,4616203
858721,0.0,0,3/23/2019 06:28:03,4329473
1128132,22.984375,714,1/30/2019 03:43:03,4362250
957768,46.59375,138,11/25/2019 01:59:04,4616312
485268,27.953125,152,6/13/2019 15:18:11,4616226
619928,47.21875,195,2/16/2019 22:23:09,4616355
44059,55.90625,47,12/2/2019 04:28:03,4616197
267407,52.8125,88,9/8/2019 00:28:03,4763651
1058621,31.6875,82,9/28/2019 10:03:04,4616341
436801,45.375,197,4/12/2019 03:13:13,4616259
1005290,49.6875,253,10/26/2019 09:52:11,4616319
163165,42.25,381,3/4/2019 16:45:06,4362247
858850,4.96875,999,12/22/2019 14:49:04,4616282
439096,48.46875,147,12/12/2019 02:09:05,4616216
742992,0.0,0,12/19/2019 17:09:04,4616266
232823,57.15625,88,10/7/2019 01:12:04,4616214
364050,18.64,84,7/10/2019 11:57:05,4616194
424003,51.5625,73,10/11/2019 20:08:13,4616356
446997,55.3125,136,4/12/2019 09:23:05,4616215
148236,44.71875,144,8/4/2019 22:17:03,4456500
990885,52.1875,102,10/26/2019 01:13:11,4616299
177862,8.6875,795,3/5/2019 15:54:12,4616232
1183357,0.00,0,7/31/2019 15:03:09,4329499
327355,62.75,45,11/9/2019 06:38:03,4616211
1174317,16.15625,237,4/30/2019 17:28:03,4362249
372958,29.8125,259,4/10/2019 12:39:04,4616353
504859,53.43,26,7/14/2019 03:18:05,4616208
806795,33.5625,158,3/21/2019 22:13:12,4616241
665455,0.00,0,7/18/2019 06:47:13,4616357
1157203,54.6875,85,9/30/2019 22:56:04,4763649
344755,32.3125,134,12/9/2019 17:18:03,4456496
762802,16.765625,316,9/20/2019 19:28:12,4616337
406897,46.59375,95,10/11/2019 09:53:12,4616250
242448,57.78,27,7/7/2019 08:39:04,4616194
511452,42.875,194,1/14/2019 06:03:15,4620310
336935,42.875,49,11/9/2019 12:23:03,4616205
646822,19.265625,329,12/17/2019 07:13:04,4616312
428580,0.00,0,7/12/2019 04:01:09,4620314
833953,49.6875,150,10/22/2019 03:08:04,4616217
552156,0.0,0,8/15/2019 08:03:11,4616282
628104,50.9375,163,8/17/2019 07:02:03,4616196
977154,57.78125,65,1/26/2019 06:08:04,4616356
772576,54.6875,91,9/21/2019 01:07:07,4362342
485814,33.5625,194,3/13/2019 14:38:03,4456502
67302,45.375,51,4/2/2019 19:38:03,4763648
231382,21.125,124,11/6/2019 20:59:04,4616341
661444,0.0,0,10/17/2019 19:24:04,4329499
185299,37.90625,195,12/5/2019 17:19:03,4616247
852631,59.65625,53,12/22/2019 11:04:10,4616212
1186574,16.77,326,7/31/2019 17:03:12,4616252
568449,44.125,48,3/15/2019 18:43:02,4763655
691720,37.28125,291,4/18/2019 13:28:06,4362244
934375,46.59375,133,11/24/2019 11:53:09,4616203
771637,49.09375,102,8/20/2019 23:43:04,4616364
610615,0.0,0,2/16/2019 16:38:09,4616282
404503,58.40625,88,12/11/2019 05:13:04,4616202
443154,30.4375,397,2/12/2019 09:58:04,4616357
656097,36.65625,164,5/18/2019 00:58:13,4616198
86624,47.21875,163,12/3/2019 06:08:12,4616281
310637,0.0,0,11/8/2019 20:38:11,4616228
685671,34.17,71,7/18/2019 19:18:05,4456452
1015863,48.46875,52,4/26/2019 17:29:04,4616253
1174859,15.53125,345,1/31/2019 08:38:03,4456511
267284,32.3125,275,4/7/2019 20:38:12,4616298
302548,30.4375,383,12/8/2019 15:54:03,4362252
1169638,6.2109375,859,11/30/2019 09:23:03,4616282
857213,48.46875,96,10/22/2019 17:08:12,4616246
974011,31.0625,230,12/25/2019 11:58:11,4616339
732542,57.78125,143,9/20/2019 00:27:04,4616297
613290,36.65625,293,5/16/2019 22:28:04,4616276
218410,50.34375,110,11/6/2019 13:14:11,4616266
63962,55.3125,135,2/2/2019 17:08:12,4616247
534108,53.4375,104,10/14/2019 14:09:03,4616192
1085504,47.21875,188,4/28/2019 11:33:12,4616298
1193754,52.8125,143,3/31/2019 21:47:05,4616352
419217,18.015625,239,2/11/2019 19:13:12,4616220
1173661,45.375,160,3/31/2019 09:13:04,4616225
403336,19.875,266,3/11/2019 12:24:03,4456510
740083,34.78125,153,1/20/2019 03:48:03,4456511
871444,0.0,0,12/22/2019 22:29:11,4616309
808343,0.0,0,5/21/2019 23:28:13,4616338
230449,57.78125,101,6/7/2019 01:33:04,4616206
905326,44.125,157,11/23/2019 18:18:03,4616225
1022725,44.71875,47,10/26/2019 20:28:04,4616218
979736,0.0,0,8/26/2019 08:23:12,4616235
460337,14.2890625,298,12/12/2019 14:54:03,4616220
676529,44.125,168,3/18/2019 13:39:12,4616261
1067047,46.59375,137,9/28/2019 15:17:03,4456500
489378,48.46875,103,6/13/2019 17:48:03,4616214
451649,15.53125,506,4/12/2019 12:13:06,4456476
779391,32.3125,73,11/20/2019 14:54:02,4456450
63517,37.28125,147,9/2/2019 18:07:03,4329473
157829,57.78125,46,8/5/2019 04:16:06,4362314
358516,49.09375,87,12/10/2019 01:39:04,4620331
1116197,44.73,97,7/29/2019 21:37:04,4456497
689710,45.375,59,12/18/2019 08:53:03,4362314
275582,0.0,0,2/8/2019 03:03:04,4616329
186643,47.21875,193,6/5/2019 22:23:03,4616355
68263,50.34375,50,10/2/2019 11:07:11,4616253
412399,0.00,0,7/11/2019 17:57:11,4616319
44899,57.15625,130,4/2/2019 06:03:12,4616247
879322,42.25,50,11/23/2019 02:38:04,4616205
461294,55.3125,125,6/13/2019 00:28:09,4616199
405919,50.34375,92,1/11/2019 12:53:19,4763651
845508,35.40625,181,1/22/2019 20:48:03,4456502
1076333,49.6875,86,12/28/2019 01:24:04,4616226
355455,50.9375,134,9/10/2019 07:07:04,4616332
225526,37.28125,135,5/6/2019 22:48:04,4329507
609210,50.9375,147,10/16/2019 11:18:03,4616217
641461,44.71875,52,12/17/2019 03:58:03,4763650
1039549,41.625,164,3/27/2019 22:22:04,4616332
832385,59.03125,279,11/21/2019 22:18:03,4362250
658432,43.5,206,9/18/2019 02:38:10,4616259
665120,39.75,62,4/17/2019 21:21:04,4456498
1099324,57.78125,80,6/29/2019 11:23:04,4616246
972552,56.53125,69,11/25/2019 10:48:03,4616209
653562,45.375,333,12/17/2019 11:13:04,4616365
106048,29.20,351,7/3/2019 20:22:13,4616328
925464,57.78125,279,3/24/2019 23:43:06,4362247
115548,47.21875,152,1/4/2019 01:28:13,4456477
729509,0.0,0,3/19/2019 22:22:13,4616196
104681,44.71875,262,1/3/2019 18:48:25,4362252
1069692,59.03125,78,4/28/2019 02:04:03,4616246
238002,55.90625,82,11/7/2019 00:59:10,4616246
851488,20.5,210,11/22/2019 09:49:08,4620314
253944,32.9375,114,9/7/2019 16:08:03,4616356
587574,53.4375,143,10/15/2019 22:24:11,4616281
3250,49.6875,108,1/1/2019 03:58:22,4616299
504585,46.59375,346,4/13/2019 20:18:06,4362247
786183,48.46875,95,10/20/2019 22:23:06,4763651
154227,49.09375,94,9/5/2019 02:19:03,4763652
786297,0.0,0,3/21/2019 09:28:12,4616309
1124395,47.84375,44,6/30/2019 02:48:04,4616219
367691,41.0,174,10/10/2019 10:23:11,4616235
62103,45.375,166,11/2/2019 16:14:03,4616217
509330,31.6875,191,11/13/2019 19:58:12,4616198
258223,45.96875,46,5/7/2019 18:58:04,4763657
217360,53.4375,124,11/6/2019 12:34:04,4616193
287629,27.34375,601,8/8/2019 12:38:03,4362250
1128710,44.71875,48,5/30/2019 05:33:04,4616204
987451,0.0,0,12/25/2019 19:58:05,4456494
302383,49.09375,43,4/8/2019 17:53:04,4616218
63604,33.5625,63,1/2/2019 17:18:23,4616205
725733,25.46875,319,5/19/2019 20:13:04,4456476
1011290,48.46875,51,12/26/2019 10:18:03,4616305
648061,19.265625,364,6/17/2019 20:03:11,4616339
642521,27.34375,299,9/17/2019 16:48:11,4616297
290876,26.09375,387,8/8/2019 14:53:10,4616333
674305,0.0,0,1/18/2019 10:53:14,4616282
134667,46.59375,115,12/4/2019 10:54:11,4616241
124235,59.03,130,7/4/2019 07:43:10,4616281
879895,33.5625,116,8/23/2019 18:43:03,4616209
402239,46.59375,46,12/11/2019 03:53:04,4616219
460100,55.3125,83,3/12/2019 23:28:03,4763656
1131623,49.70,151,7/30/2019 07:32:11,4616215
979690,53.4375,50,8/26/2019 08:17:03,4362314
1153726,50.9375,77,1/30/2019 19:23:04,4616209
443670,42.875,99,1/12/2019 12:13:32,4616309
920492,45.96875,93,11/24/2019 03:38:03,4620332
975735,11.796875,472,8/26/2019 05:53:09,4329508
71972,59.03125,133,1/2/2019 22:28:22,4616213
80266,0.0,0,10/2/2019 11:07:03,4620315
677454,15.53125,147,8/18/2019 13:33:04,4616323
39853,34.15625,76,1/2/2019 02:43:15,4616342
416223,54.6875,137,4/11/2019 14:49:03,4616215
975133,55.3125,151,1/26/2019 04:53:04,4616297
259037,0.0,0,12/7/2019 08:45:04,4329507
279640,42.25,169,2/8/2019 05:33:12,4616232
