,Speed,TravelTime,DataAsOf,linkId
974946,39.78125,54,3/28/2017 10:52:54,4616219
1065180,18.015625,393,5/25/2017 09:59:13,4616197
660065,31.6875,83,10/17/2017 23:48:24,4616341
426719,39.15625,173,5/15/2017 14:45:41,4456505
790248,36.03125,208,2/24/2017 20:21:27,4456481
459621,22.984375,280,8/16/2017 17:37:11,4616312
924360,1.8603515625,3158,11/24/2017 20:12:21,4456478
576966,52.1875,43,1/18/2017 23:47:04,4616218
906710,6.828125,1787,10/24/2017 08:13:26,4616357
273073,51.5625,212,8/11/2017 16:08:03,4616351
505095,39.15625,128,1/16/2017 23:30:31,4329507
390200,53.4375,143,11/11/2017 02:08:06,4616281
637244,47.84375,184,7/18/2017 02:45:46,4616259
255990,16.15625,178,3/7/2017 08:05:31,4616212
958606,10.5625,592,10/25/2017 16:13:15,4616324
466649,46.59375,92,9/13/2017 00:12:03,4620332
803668,0.0,0,8/26/2017 03:58:08,4763648
768967,41.625,195,9/20/2017 20:08:19,4456476
875938,52.1875,159,10/23/2017 13:13:15,4616297
388983,1.8603515625,3882,6/8/2017 15:42:30,4456494
207658,39.78125,186,4/5/2017 01:33:47,4456481
315180,49.71875,30,3/7/2017 08:05:31,4616208
715839,52.1875,72,9/19/2017 11:29:03,4616356
279956,43.5,50,11/8/2017 05:43:20,4456483
39,18.015625,182,4/4/2017 07:11:37,4616342
715345,49.71875,85,3/21/2017 21:42:37,4620331
124501,13.046875,407,5/5/2017 14:41:48,4329473
537383,60.875,270,7/15/2017 17:53:30,4362250
649005,0.0,0,9/17/2017 18:13:13,4616319
44979,49.09375,182,1/2/2017 12:02:08,4616298
74750,0.0,0,10/2/2017 22:08:24,4616193
150161,44.125,60,5/8/2017 12:26:00,4616204
500955,9.9375,423,7/15/2017 17:52:45,4616310
945687,39.15625,115,1/29/2017 21:27:44,4620330
646733,8.703125,902,3/21/2017 16:11:48,4616259
230829,45.96875,331,2/8/2017 00:56:20,4616271
862251,60.28125,91,2/26/2017 22:45:28,4616300
617182,52.1875,175,11/16/2017 22:18:20,4616354
811522,14.2890625,491,10/21/2017 21:28:18,4456478
790747,52.1875,131,1/25/2017 11:11:27,4616272
677798,3.73046875,1305,3/21/2017 21:33:48,4616241
569989,0.0,0,8/20/2017 00:43:09,4616194
859245,46.59375,84,12/23/2017 07:30:33,4362249
717918,57.78125,114,11/19/2017 12:38:14,4616193
53244,32.9375,129,10/2/2017 08:31:03,4620332
965522,0.0,0,8/30/2017 07:53:10,4616199
192871,39.125,60,9/6/2017 01:58:06,4456450
158540,47.84375,253,9/5/2017 04:48:05,4616357
806974,0.0,0,10/21/2017 18:38:25,4616223
431543,39.15625,107,3/14/2017 15:42:36,4763656
190082,54.0625,85,10/6/2017 00:28:11,4763649
353498,54.0625,234,4/5/2017 01:33:36,4616319
756311,50.34375,182,8/24/2017 22:48:18,4616355
610173,52.1875,89,4/22/2017 10:18:51,4763649
95767,37.90625,214,1/3/2017 23:55:50,4456476
957427,44.125,48,11/25/2017 16:38:18,4616219
421076,11.8125,345,6/15/2017 18:17:43,4616226
722370,52.1875,144,3/21/2017 21:41:48,4616261
1046292,37.90625,178,7/27/2017 22:47:48,4616332
584105,41.0,182,1/19/2017 04:37:19,4456481
605860,31.6875,81,4/22/2017 10:18:26,4616342
971204,16.765625,256,9/23/2017 10:36:03,4616310
146454,41.0,174,4/5/2017 01:33:47,4456478
716499,52.8125,145,12/19/2017 10:31:20,4616281
168647,49.71875,85,5/9/2017 01:11:00,4616220
1168488,49.09375,117,7/27/2017 22:47:47,4616241
987111,11.796875,386,10/26/2017 09:48:19,4763652
702705,31.6875,280,7/20/2017 11:49:44,4616298
974376,0.0,0,11/26/2017 03:08:14,4620315
257134,47.21875,177,4/5/2017 01:33:34,4620310
564627,47.84375,97,9/15/2017 14:37:02,4763652
456798,52.1875,141,9/12/2017 18:07:08,4620298
422690,50.9375,154,3/14/2017 15:41:55,4616353
467869,6.2109375,762,12/13/2017 00:57:09,4616255
991332,0.0,0,9/23/2017 10:36:10,4616193
947568,21.125,90,3/28/2017 10:52:54,4616241
900727,39.15625,211,5/29/2017 11:52:15,4616297
164005,49.71875,302,4/5/2017 01:33:36,4616271
829999,0.0,0,8/26/2017 20:13:19,4456511
622371,54.0625,73,6/21/2017 02:42:29,4362249
961317,54.0625,46,9/23/2017 10:36:03,4616253
983552,0.0,0,12/26/2017 12:20:22,4620310
491450,41.625,112,10/13/2017 15:43:24,4616246
622553,0.0,0,9/17/2017 01:53:03,4329508
287919,49.71875,88,4/5/2017 01:33:47,4763651
487657,8.0703125,647,10/13/2017 13:18:24,4616299
54490,6.2109375,425,7/1/2017 16:16:21,4616267
967253,18.015625,301,5/25/2017 09:59:13,4616193
12075,39.78125,63,3/1/2017 02:14:13,4456498
1029501,0.0,0,10/27/2017 11:58:26,4616203
454443,44.75,160,2/15/2017 01:06:38,4616232
939261,48.46875,333,8/29/2017 15:43:07,4362247
1124078,49.71875,28,7/27/2017 22:47:47,4616208
737952,49.09375,88,6/23/2017 22:14:46,4616226
401294,36.03125,127,7/7/2017 22:02:25,4616210
860139,57.78125,129,1/27/2017 12:21:30,4616261
997784,32.3125,170,9/23/2017 10:36:05,4329473
557843,11.796875,277,11/15/2017 09:38:19,4616338
354293,9.9375,761,6/13/2017 18:26:43,4616241
681552,0.0,0,12/18/2017 12:56:18,4616266
932987,49.09375,110,7/26/2017 02:06:46,4616239
334651,0.0,0,10/9/2017 14:43:20,4616208
1053449,55.90625,83,10/28/2017 02:48:14,4456497
618990,54.0625,201,1/20/2017 06:47:06,4616351
434222,37.28125,110,3/14/2017 15:41:54,4616223
382549,49.71875,82,4/5/2017 01:33:36,4616229
588524,22.984375,298,5/19/2017 20:48:20,4616332
395836,46.59375,46,9/11/2017 04:27:13,4616219
510889,58.40625,130,9/14/2017 04:37:10,4616352
374291,47.84375,31,2/12/2017 15:21:58,4763655
804274,18.015625,393,5/25/2017 09:59:13,4616197
222192,27.953125,244,3/7/2017 08:05:39,4456506
416857,32.9375,151,11/11/2017 18:38:11,4616364
943314,22.359375,523,10/25/2017 06:48:23,4362252
99692,49.71875,92,2/4/2017 01:50:29,4763651
239888,0.0,0,10/7/2017 04:13:24,4616216
84536,45.96875,175,8/3/2017 18:18:30,4456477
933025,27.953125,180,9/23/2017 10:36:10,4616255
1106432,0.0,0,11/29/2017 12:41:34,4616223
593462,6.2109375,753,5/19/2017 20:48:19,4616210
472678,54.0625,170,3/14/2017 15:41:55,4616354
660976,55.90625,48,12/18/2017 00:11:14,4362314
848067,39.78125,118,7/20/2017 11:43:43,4616282
576826,49.09375,152,11/15/2017 21:23:20,4616217
1014640,42.25,191,1/31/2017 19:31:32,4616232
395518,31.6875,73,1/12/2017 16:47:07,4456450
201785,42.875,177,2/7/2017 03:50:21,4620310
205039,37.28125,203,8/9/2017 16:10:33,4456481
639696,0.0,0,10/17/2017 11:12:17,4616266
386363,49.6875,93,8/14/2017 13:57:02,4763649
294410,57.78125,87,10/8/2017 13:53:13,4362342
487139,22.984375,546,9/13/2017 12:52:11,4616318
458312,37.90625,112,3/14/2017 15:42:10,4620332
338075,11.796875,597,9/9/2017 16:52:11,4616339
695741,55.90625,195,12/18/2017 21:41:19,4616350
369500,0.0,0,10/10/2017 12:13:26,4616204
44613,14.2890625,661,3/1/2017 02:13:29,4616340
761681,45.96875,54,2/24/2017 00:21:25,4763650
468563,24.234375,332,4/5/2017 01:33:36,4616281
779646,42.25,102,5/26/2017 10:15:36,4763651
686312,8.078125,464,2/16/2017 16:50:46,4329472
524017,21.125,157,1/17/2017 12:17:04,4616325
714407,45.375,102,9/19/2017 10:33:04,4763652
680039,4.96875,1076,9/18/2017 13:24:03,4616337
805166,13.671875,458,10/21/2017 17:33:24,4456502
354638,0.0,0,8/13/2017 18:27:10,4616208
343852,34.1875,77,3/7/2017 08:05:32,4616341
645514,3.73046875,2316,3/21/2017 15:21:50,4616340
119834,26.09375,314,11/4/2017 02:52:14,4620310
511841,52.1875,28,1/17/2017 04:02:04,4616208
931922,47.84375,412,7/26/2017 01:32:05,4620343
500375,49.09375,143,7/15/2017 17:39:45,4616312
733054,42.25,289,3/21/2017 21:41:50,4616357
872391,31.6875,465,1/27/2017 20:36:30,4616257
667924,59.03125,48,2/14/2017 11:33:38,4616305
156553,6.2109375,820,5/8/2017 16:55:59,4616337
182326,42.875,167,3/7/2017 01:00:30,4616339
509100,59.03125,79,11/14/2017 03:38:20,4616246
479378,39.15625,118,7/1/2017 16:15:31,4456496
744663,49.71875,92,6/23/2017 22:14:56,4763651
232946,29.203125,248,1/7/2017 19:08:40,4616196
359566,57.15625,54,10/31/2016 11:15:35,4616200
405547,36.03125,129,8/15/2017 01:47:04,4763651
459497,55.90625,145,9/12/2017 19:47:20,4616228
930370,45.375,110,9/23/2017 10:36:10,4616364
165203,49.09375,44,2/6/2017 01:20:32,4763655
776051,3.109375,1802,2/24/2017 10:24:26,4456506
193558,4.96875,1287,2/6/2017 21:56:19,4616235
174030,17.390625,412,9/5/2017 14:18:10,4616225
419168,16.78125,398,5/12/2017 18:20:03,4456498
240553,41.0,146,4/5/2017 01:33:36,4616239
95300,54.0625,71,5/5/2017 20:25:51,4616250
1089435,41.0,175,11/29/2017 02:12:14,4456477
461274,32.9375,273,2/15/2017 05:51:39,4616354
988558,54.0625,204,8/30/2017 22:09:03,4616351
110935,57.78125,54,6/3/2017 05:58:20,4456498
822332,4.96875,312,6/27/2017 17:33:49,4616211
864477,52.8125,141,8/27/2017 17:33:04,4616261
264013,49.09375,259,2/9/2017 03:47:21,4616319
589915,16.78125,308,4/22/2017 10:18:25,4616337
26211,21.75,344,2/1/2017 20:11:14,4616215
851405,18.015625,346,6/28/2017 18:46:50,4616324
542752,47.21875,218,6/19/2017 13:00:47,4616328
420679,1.8603515625,6214,4/5/2017 01:33:47,4456516
276286,31.0625,122,3/7/2017 08:05:31,4616210
928448,53.4375,47,10/24/2017 21:38:19,4616253
581230,3.109375,2075,5/18/2017 19:05:35,4456502
475258,19.875,240,6/16/2017 11:39:20,4362342
232633,42.25,105,4/5/2017 01:33:34,4620330
299696,44.71875,104,9/8/2017 17:08:03,4763651
21962,8.078125,265,2/1/2017 17:06:29,4763657
972222,42.875,289,3/28/2017 10:52:55,4616319
195904,50.34375,92,10/6/2017 04:08:15,4456497
505755,49.09375,223,7/15/2017 17:52:45,4616351
1094624,0.0,0,10/29/2017 04:08:22,4616201
273106,56.53125,38,11/8/2017 01:28:18,4616205
360821,58.40625,67,12/10/2017 06:52:17,4616195
697210,19.875,223,4/26/2017 14:34:40,4616214
898013,21.125,157,3/28/2017 10:52:55,4616325
1058591,8.703125,866,12/8/2015 15:24:35,4616335
813481,47.84375,53,8/26/2017 10:53:03,4616253
246630,11.1796875,1051,8/5/2016 14:17:16,4362252
122503,40.375,178,9/4/2017 06:34:03,4616339
229075,49.71875,136,4/5/2017 01:33:36,4616332
763862,54.0625,57,5/26/2017 03:25:34,4763648
654912,49.6875,43,10/17/2017 20:38:29,4616218
1098265,52.8125,105,12/29/2017 12:37:29,4616239
318392,52.1875,178,2/10/2017 22:51:36,4616355
1037102,0.0,0,10/27/2017 16:43:16,4616266
666854,18.015625,121,1/22/2017 00:42:07,4616323
35948,0.0,0,10/1/2017 22:08:26,4616346
180745,54.0625,199,3/6/2017 23:45:31,4616276
128714,22.984375,549,11/4/2017 08:22:28,4616318
643449,13.671875,310,9/17/2017 14:48:03,4620332
153404,31.6875,81,3/6/2017 03:35:29,4616341
260318,11.8125,376,8/10/2017 11:21:07,4616333
179810,46.59375,46,10/5/2017 18:08:19,4616218
272,14.90625,146,1/1/2017 02:12:05,4616323
452555,23.609375,111,11/12/2017 16:43:03,4616342
313219,50.9375,91,8/12/2017 16:52:02,4763656
97431,21.75,360,7/1/2017 16:15:30,4456476
936169,21.125,154,9/23/2017 10:36:03,4616325
631487,57.15625,132,3/21/2017 02:44:47,4616261
1037515,0.0,0,11/27/2017 18:08:19,4620315
900180,19.265625,480,6/29/2017 17:31:52,4616355
371403,9.9375,431,5/12/2017 18:19:03,4616310
384129,18.015625,137,3/13/2017 12:46:52,4616215
104201,186.375,20,8/3/2017 18:18:25,4620310
1101019,50.9375,74,7/27/2017 22:47:49,4616356
885529,42.875,165,1/28/2017 05:21:53,4456478
395192,52.1875,149,3/13/2017 20:51:54,4616353
814706,52.1875,89,11/22/2017 00:23:10,4763649
256353,16.78125,420,2/8/2017 19:56:25,4329483
180607,36.03125,151,3/6/2017 23:37:57,4329508
739280,37.90625,190,2/22/2017 23:50:25,4456477
27691,39.15625,242,6/1/2017 18:29:59,4616312
583096,34.8125,159,3/14/2017 05:56:10,4329508
47888,57.15625,136,10/31/2016 11:15:35,4616201
701665,53.4375,93,11/19/2017 02:38:13,4362342
600910,0.0,0,10/16/2017 11:12:26,4616200
984908,41.0,74,9/23/2017 10:36:05,4456479
486023,16.765625,318,10/13/2017 12:18:26,4616299
765113,21.75,149,1/24/2017 18:16:28,4616325
354090,1.8603515625,775,6/13/2017 17:31:42,4616338
200131,61.5,61,11/6/2017 04:27:17,4616356
81378,55.3125,92,4/5/2017 01:33:36,4616255
47700,62.125,75,6/2/2017 18:31:58,4616246
812620,4.96875,1055,4/29/2017 03:53:42,4616239
115823,54.0625,85,12/3/2017 23:32:16,4763656
99793,55.3125,161,1/4/2017 03:00:47,4616355
372376,57.15625,50,6/9/2017 01:17:06,4616305
1137940,18.015625,294,12/30/2017 13:12:18,4616337
545484,6.828125,346,8/19/2017 09:37:03,4616267
922360,6.2109375,1077,5/29/2017 11:52:15,4616299
574678,52.1875,211,3/14/2017 15:41:55,4616351
797950,18.015625,143,11/21/2017 14:03:19,4616341
669810,37.90625,74,4/24/2017 22:26:25,4616212
399757,57.15625,146,2/13/2017 09:25:20,4329483
589914,42.875,166,6/20/2017 22:41:48,4616232
344213,37.90625,178,7/7/2017 21:26:56,4456505
859182,31.6875,122,7/20/2017 11:50:38,4362249
85406,37.28125,125,1/3/2017 16:25:54,4456497
1060249,1.240234375,2252,7/27/2017 22:12:14,4620330
482805,62.75,82,11/13/2017 11:18:09,4616202
555250,6.2109375,2360,1/18/2017 11:07:04,4616271
429440,24.84375,490,1/14/2017 14:56:45,4616318
714737,49.71875,182,2/22/2017 15:31:24,4616320
337593,49.09375,44,2/11/2017 12:45:56,4763657
886168,32.9375,195,5/29/2017 11:46:36,4456501
407125,37.90625,64,4/5/2017 01:33:47,4456452
51736,44.71875,440,10/2/2017 07:49:21,4620343
417575,0.0,0,8/15/2017 09:12:12,4616346
156235,21.734375,103,12/5/2017 00:47:13,4616323
478789,44.125,48,10/13/2017 07:53:19,4763655
29349,9.9375,620,5/4/2017 18:11:50,4616324
1106159,33.5625,78,11/29/2017 12:31:34,4616341
615475,52.1875,82,2/16/2017 20:48:39,4616220
230431,19.265625,359,6/8/2017 14:20:31,4456505
579318,47.21875,51,3/19/2017 15:21:57,4616218
1041656,59.03125,185,9/28/2017 02:38:12,4616351
196306,55.3125,142,6/7/2017 12:40:05,4616353
1112171,36.03125,66,9/29/2017 22:28:40,4456452
544137,37.28125,33,5/19/2017 20:48:19,4616208
343281,63.375,70,8/13/2017 11:27:03,4616250
755897,44.75,226,5/25/2017 22:07:13,4616333
698795,54.0625,151,5/24/2017 07:47:11,4616281
102563,0.0,0,10/3/2017 15:58:21,4616192
410831,22.359375,94,9/11/2017 13:42:11,4616218
827779,42.25,194,4/29/2017 03:54:00,4456476
16766,16.78125,548,6/1/2017 18:29:59,4616340
554658,4.96875,1226,2/16/2017 20:48:39,4616235
178602,48.46875,142,11/5/2017 15:07:11,4456505
232306,0.0,0,9/6/2017 23:13:23,4616210
770017,50.9375,44,3/25/2017 11:26:52,4616219
156664,36.65625,68,10/5/2017 03:53:15,4456498
1153240,53.4375,204,10/30/2017 16:38:16,4616351
753224,29.203125,117,2/14/2017 16:52:38,4616210
543884,52.8125,44,11/15/2017 01:03:14,4763648
212244,47.21875,416,9/6/2017 13:53:04,4616346
1103537,0.0,0,9/29/2017 17:04:20,4763650
996484,18.015625,182,1/28/2017 20:11:32,4616325
200699,55.90625,40,1/7/2017 03:36:40,4616309
787800,54.0625,202,11/21/2017 07:48:20,4616350
433689,36.03125,60,1/14/2017 17:46:47,4616218
454396,52.1875,176,9/12/2017 16:38:03,4616354
364720,44.125,154,3/7/2017 08:05:39,4456505
728989,36.03125,384,3/21/2017 21:41:50,4616365
237305,37.90625,142,1/7/2017 19:08:40,4616198
419549,54.0625,125,6/9/2017 01:17:06,4616312
296829,19.265625,174,5/12/2017 18:19:03,4616325
1038311,33.5625,137,10/27/2017 17:28:28,4616246
595120,0.0,0,10/16/2017 07:37:25,4616202
935262,4.33984375,1897,9/23/2017 10:36:02,4620315
1175367,45.96875,150,12/31/2017 12:17:16,4616332
950814,49.09375,202,7/26/2017 09:34:20,4362251
911184,57.15625,289,8/28/2017 22:23:17,4362250
482774,19.875,285,2/15/2017 20:50:38,4616239
9125,57.15625,82,1/1/2017 08:51:27,4763651
863660,54.0625,171,5/26/2017 10:15:15,4616355
377457,52.8125,142,11/10/2017 18:08:08,4616215
684430,0.0,0,10/18/2017 14:53:24,4616192
1108177,23.609375,109,9/29/2017 20:03:27,4616342
817354,54.6875,151,10/22/2017 01:18:12,4616297
923426,49.09375,56,2/28/2017 17:03:29,4616204
726590,22.984375,632,2/22/2017 23:50:23,4616257
697195,52.1875,132,3/21/2017 21:42:27,4456500
804164,4.96875,560,7/20/2017 11:50:37,4456476
93301,47.21875,99,2/3/2017 21:00:28,4456496
340635,50.34375,124,11/9/2017 19:18:24,4616203
196570,54.0625,50,1/6/2017 19:45:34,4763650
218425,60.875,128,12/6/2017 14:52:16,4616213
43433,58.40625,67,12/2/2017 02:48:17,4616195
390368,58.40625,187,10/11/2017 01:08:11,4616351
550982,27.953125,282,5/19/2017 20:48:19,4616318
994724,55.3125,100,8/31/2017 01:58:03,4616266
941977,56.53125,193,11/25/2017 07:07:23,4362244
274012,35.40625,228,8/11/2017 16:43:12,4616228
833458,34.8125,183,7/20/2017 11:50:37,4456501
536111,0.0,0,10/14/2017 19:17:32,4616340
170060,32.9375,210,4/4/2017 19:29:46,4456502
723884,0.0,0,9/19/2017 16:23:11,4616212
690292,46.59375,47,9/18/2017 19:43:20,4456483
172170,13.046875,105,12/8/2015 15:24:35,4616327
844518,13.046875,249,2/26/2017 10:26:27,4616338
762544,8.078125,597,4/28/2017 14:11:43,4616255
243632,27.34375,182,11/7/2017 07:18:19,4362342
630410,24.234375,174,7/17/2017 18:23:46,4616309
479907,6.2109375,318,9/13/2017 08:22:09,4616218
896535,0.0,0,10/24/2017 01:53:20,4616200
550540,3.73046875,407,1/18/2017 07:56:36,4329473
445203,7.44921875,723,12/12/2017 10:57:18,4329473
201260,31.6875,111,7/15/2015 10:56:05,4456495
367283,59.03125,156,8/14/2017 02:12:03,4616355
967863,23.609375,429,11/25/2017 23:08:26,4616333
238549,61.5,114,12/7/2017 03:17:15,4616199
562001,52.8125,153,5/19/2017 20:39:21,4329483
307035,8.6875,821,8/12/2017 13:07:03,4616339
629877,41.0,102,1/20/2017 14:00:56,4763649
698641,52.8125,140,7/20/2017 11:49:44,4616261
505423,0.0,0,10/14/2017 00:18:12,4763648
342014,24.84375,151,8/13/2017 11:07:03,4616356
91155,54.0625,153,4/5/2017 01:33:36,4616297
1107318,50.9375,147,12/29/2017 18:17:31,4616247
541106,44.125,233,2/16/2017 20:48:40,4616333
262888,37.90625,214,2/9/2017 02:51:57,4456476
836620,0.0,0,10/22/2017 12:58:23,4616357
644316,49.71875,92,2/16/2017 20:48:56,4763651
1093951,21.125,154,7/27/2017 22:47:48,4616325
773390,0.0,0,8/25/2017 09:18:12,4616199
140626,39.78125,179,2/4/2017 08:02:17,4616225
178313,17.390625,302,10/5/2017 17:13:16,4456510
188202,42.875,167,9/5/2017 23:08:24,4616339
311242,26.71875,263,3/7/2017 08:05:39,4456477
701322,41.0,133,3/21/2017 21:08:38,4329508
1071582,49.09375,64,7/27/2017 22:48:09,4763657
28324,16.15625,425,12/1/2017 17:27:21,4616199
111144,1.8603515625,1266,7/1/2017 00:19:28,4456498
361208,47.84375,141,2/12/2017 05:51:56,4456500
920270,19.265625,329,6/30/2017 19:51:21,4616324
106886,8.703125,350,3/3/2017 12:52:29,4616338
594849,0.0,0,8/20/2017 19:03:10,4616198
799030,18.640625,238,9/21/2017 14:43:02,4620330
1117124,13.046875,422,12/8/2015 15:24:35,4616344
793592,54.6875,167,9/21/2017 11:39:05,4616355
629196,43.5,103,9/17/2017 05:58:03,4620330
919662,39.78125,67,5/29/2017 11:52:36,4456483
366419,18.015625,474,5/12/2017 18:19:03,4616281
688498,52.1875,144,6/23/2017 20:46:46,4616247
365985,0.0,0,8/14/2017 01:22:09,4616195
989706,49.09375,108,8/30/2017 22:48:11,4616299
651205,8.078125,316,6/22/2017 10:46:01,4616267
1009908,22.984375,290,1/31/2017 16:21:33,4616329
26532,29.203125,100,6/1/2017 18:29:58,4616204
645503,8.703125,748,4/24/2017 19:19:51,4456494
322920,41.0,202,3/7/2017 08:04:57,4620310
341087,14.90625,787,7/7/2017 22:02:27,4616357
842743,41.625,200,11/22/2017 17:43:19,4616297
395986,39.15625,140,3/13/2017 21:27:09,4329473
578829,42.25,131,8/20/2017 06:13:03,4329473
225467,6.2109375,1103,11/6/2017 20:08:21,4456478
139418,44.75,83,7/1/2017 16:16:21,4616229
227391,14.2890625,293,7/1/2017 16:16:21,4616241
387685,46.59375,271,8/14/2017 14:47:09,4616319
874217,62.125,112,11/23/2017 13:08:13,4616199
484866,57.78125,119,2/15/2017 22:20:39,4616272
911289,47.21875,64,7/25/2017 14:16:47,4616204
1065053,53.4375,87,10/28/2017 09:58:35,4616246
428993,1.8603515625,1229,6/15/2017 17:20:03,4329499
207694,11.8125,600,2/7/2017 08:06:19,4616261
116002,0.0,0,12/3/2017 23:42:25,4616235
588420,29.203125,133,1/19/2017 08:15:05,4616250
26189,57.15625,161,1/1/2017 21:52:07,4616355
98566,47.21875,47,8/3/2017 18:18:09,4616219
674199,45.96875,101,10/18/2017 08:33:20,4763649
250809,14.90625,301,3/6/2017 19:07:40,4456502
718282,19.875,360,4/26/2017 14:34:40,4616213
244036,50.9375,46,4/5/2017 01:33:47,4763655
541500,3.109375,2344,1/18/2017 00:36:32,4329483
405545,34.1875,243,2/13/2017 13:36:58,4456476
694100,37.90625,66,1/7/2017 19:08:40,4616197
199331,0.0,0,11/6/2017 03:57:20,4616223
663350,41.625,119,10/18/2017 01:48:21,4329507
432240,55.3125,84,11/12/2017 04:07:51,4763656
609716,14.90625,285,4/22/2017 10:17:38,4620330
350489,47.84375,82,1/11/2017 08:31:43,4616246
348471,25.46875,128,10/9/2017 23:18:18,4616325
429346,11.1796875,1051,8/5/2016 14:17:16,4362252
1017723,14.2890625,429,7/27/2017 22:47:47,4616299
1090266,1.240234375,1907,7/27/2017 22:48:09,4763648
909649,16.15625,449,6/30/2017 12:16:21,4616235
877405,47.84375,44,9/23/2017 10:36:10,4616218
776920,49.71875,216,5/26/2017 10:15:14,4616276
695017,6.83984375,881,2/22/2017 01:41:23,4616332
309213,8.078125,499,5/12/2017 18:19:03,4616226
771552,37.28125,68,5/26/2017 08:36:36,4456498
947238,39.78125,54,3/28/2017 10:52:54,4616218
851139,49.09375,51,11/22/2017 22:53:20,4456498
914542,19.265625,404,7/25/2017 16:06:47,4616310
200629,0.0,0,10/6/2017 06:58:30,4616204
231578,0.0,0,9/6/2017 22:48:23,4616223
479343,13.046875,105,12/8/2015 15:24:35,4616327
213132,55.3125,166,6/8/2017 01:00:06,4616354
412707,37.90625,433,3/14/2017 09:42:17,4362250
788196,9.3203125,1302,8/25/2017 18:28:05,4616357
46721,24.234375,182,1/2/2017 13:31:56,4620330
557880,0.0,0,11/15/2017 09:43:21,4456502
218551,24.234375,134,9/6/2017 17:49:04,4616338
163590,50.34375,144,11/5/2017 05:52:22,4616225
1015765,0.0,0,9/27/2017 10:33:23,4616197
586461,47.84375,124,6/20/2017 20:06:47,4616241
694018,45.96875,46,2/22/2017 01:01:56,4763655
396241,20.5,264,12/11/2017 04:47:20,4616337
755560,64.625,69,9/20/2017 11:54:03,4616250
744764,57.15625,160,11/20/2017 05:13:16,4616354
42532,57.15625,66,3/1/2017 02:13:30,4616356
163766,9.9375,630,11/5/2017 06:02:14,4456502
82238,47.84375,213,7/1/2017 16:16:22,4362244
338924,39.75,181,8/13/2017 08:47:03,4616339
147603,49.09375,247,2/5/2017 12:36:18,4616357
137767,16.15625,135,5/5/2017 20:25:51,4616323
668658,52.1875,98,3/21/2017 21:41:48,4616255
919622,0.0,0,10/24/2017 16:08:24,4616210
