,Speed,TravelTime,DataAsOf,linkId
202005,39.75,53,6/6/2018 07:58:03,4616204
782868,50.9375,62,12/21/2018 06:28:24,4616212
1033479,36.65625,207,6/27/2018 19:58:11,4616352
855059,54.0625,127,9/23/2018 03:38:15,4456506
125925,48.46875,81,8/4/2018 03:38:14,4362249
268165,42.25,177,5/8/2018 00:38:10,4616261
921364,52.8125,88,7/24/2018 20:08:15,4763651
592841,16.765625,132,4/16/2018 01:12:04,4616323
974699,60.875,44,5/26/2018 05:48:06,4362314
474075,0.0,0,8/13/2018 07:58:30,4616196
614753,27.953125,154,12/16/2018 22:22:23,4620314
877119,16.15625,708,6/23/2018 19:03:10,4616320
1064777,0.0,0,8/28/2018 13:08:25,4616252
383629,49.09375,101,7/11/2018 00:03:03,4362342
53437,47.21875,86,6/2/2018 11:52:11,4616229
151002,35.40625,145,3/4/2018 23:07:10,4616255
437502,29.8125,47,9/12/2018 09:28:24,4616208
747125,0.0,0,2/20/2018 04:12:09,4616319
214888,30.4375,88,10/6/2018 15:53:25,4362314
1017181,0.0,0,4/27/2017 14:07:03,4616271
8346,24.234375,265,2/1/2018 07:03:03,4616312
225493,34.15625,320,3/6/2018 21:08:10,4616351
783677,44.71875,159,2/21/2018 02:57:08,4616235
940577,22.359375,887,1/25/2018 09:18:03,4616346
21323,46.59375,99,4/1/2018 16:23:04,4763656
583427,54.0625,103,1/16/2018 02:32:09,4616192
238235,46.59375,175,2/7/2018 04:07:02,4456476
664604,0.0,0,2/18/2018 01:32:09,4616228
194104,49.6875,101,1/6/2018 00:07:03,4362342
771506,16.765625,436,7/20/2018 23:33:03,4456481
202827,47.21875,45,9/6/2018 08:13:22,4763655
432890,39.125,128,8/12/2018 06:33:10,4329507
1035810,43.5,118,5/27/2018 19:43:10,4616255
803360,55.90625,146,12/21/2018 19:08:25,4616228
952819,52.8125,100,3/25/2018 15:07:09,4616300
379519,45.375,90,10/10/2018 21:48:23,4616229
1152337,43.5,49,3/30/2018 20:58:04,4763657
1104085,18.015625,142,6/29/2018 15:48:03,4616342
935350,34.15625,136,8/25/2018 05:03:29,4456496
887637,59.03125,133,5/24/2018 00:03:03,4616213
274773,18.640625,163,12/8/2018 04:08:36,4456479
851982,24.84375,436,4/22/2018 13:43:04,4616276
303869,44.125,218,8/8/2018 22:43:21,4362251
130630,29.203125,275,1/4/2018 08:51:03,4616228
86129,37.90625,144,12/3/2018 07:08:34,4616239
95880,50.9375,49,3/3/2018 13:07:04,4616305
670205,36.03125,283,8/18/2018 09:08:32,4616333
683699,13.671875,724,5/18/2018 18:03:10,4616328
661434,49.09375,43,1/18/2018 04:32:03,4763657
745499,60.28125,42,5/20/2018 08:13:04,4616253
603098,22.984375,398,6/16/2018 17:38:03,4616355
446881,19.875,372,10/12/2018 15:43:20,4456481
309919,59.03125,111,7/9/2018 02:33:04,4616193
480486,44.71875,242,2/13/2018 08:32:03,4616276
1140073,54.0625,85,7/30/2018 11:52:03,4763651
200120,59.65625,183,12/6/2018 05:48:35,4616350
880323,27.34375,283,3/23/2018 18:17:10,4616353
839949,6.828125,469,12/22/2018 17:53:56,4616338
866118,45.96875,46,6/23/2018 12:13:03,4616218
477521,36.03125,336,4/13/2018 03:34:04,4616357
978861,43.5,49,7/26/2018 07:38:05,4616205
1147381,54.6875,125,5/30/2018 16:43:02,4456505
1061098,31.6875,361,4/27/2018 20:23:12,4616320
1030463,50.9375,56,7/27/2018 15:38:03,4616200
809034,19.875,361,2/21/2018 18:17:09,4616225
638054,5.58984375,556,12/17/2018 12:58:34,4616325
747360,51.5625,121,8/20/2018 08:48:18,4616203
464550,0.0,0,12/13/2018 01:28:20,4456481
289044,6.828125,619,6/8/2018 13:33:03,4620330
1034779,8.6875,740,2/27/2018 12:37:09,4616329
552792,54.6875,108,5/15/2018 08:58:04,4616206
569230,0.0,0,4/13/2018 12:08:03,4456502
994123,39.125,141,2/26/2018 11:42:03,4329473
315315,25.46875,105,10/9/2018 06:03:28,4616197
483073,16.15625,304,4/13/2018 06:53:03,4616364
852179,51.5625,31,2/22/2018 20:42:04,4616194
350322,44.71875,167,8/10/2018 03:23:13,4456481
298480,0.0,0,12/8/2018 18:42:36,4456494
101884,21.125,220,6/3/2018 17:48:03,4456496
1015860,44.71875,83,2/27/2018 01:02:09,4616356
253419,23.609375,187,9/7/2018 15:38:26,4616260
1133449,21.125,212,4/29/2018 16:08:03,4620330
827709,25.46875,166,6/22/2018 12:33:03,4616309
519049,42.875,53,8/14/2018 11:43:13,4763650
609776,52.1875,176,1/16/2018 20:33:04,4616354
18957,41.625,63,4/1/2018 14:28:10,4616341
1096256,15.53125,298,3/29/2018 10:23:03,4456496
311145,19.875,214,10/9/2018 03:28:22,4616226
105293,34.78125,254,12/3/2018 18:58:27,4616298
238793,47.84375,48,10/7/2018 06:43:17,4763650
871574,52.8125,88,8/23/2018 13:43:17,4616246
604819,0.0,0,8/16/2018 16:43:11,4616247
56590,13.671875,866,8/2/2018 13:58:03,4616357
1180990,15.53125,154,5/31/2018 13:28:04,4456452
198537,0.0,0,2/6/2018 03:42:04,4456510
8504,59.03125,45,12/1/2018 07:07:50,4362314
429340,45.96875,56,3/12/2018 03:58:09,4616342
908727,50.9375,216,10/25/2018 08:23:42,4616350
516832,0.0,0,4/14/2018 03:19:03,4616305
596179,46.59375,100,4/13/2018 12:08:03,4456497
273000,59.65625,42,10/8/2018 03:53:17,4616267
438143,47.21875,159,7/12/2018 09:43:12,4616352
376944,17.390625,407,8/10/2018 19:53:28,4616235
427815,54.6875,100,8/12/2018 03:23:05,4616192
768160,46.59375,46,7/20/2018 21:28:04,4616218
725116,45.375,140,10/20/2018 14:23:40,4456500
608012,0.0,0,10/16/2018 18:58:32,4329499
716506,39.125,277,1/19/2018 14:38:03,4616351
368583,59.65625,102,3/10/2018 13:23:12,4616198
1114384,48.46875,243,4/29/2018 04:38:06,4362252
693521,29.203125,89,8/18/2018 23:33:27,4616342
729545,49.6875,32,7/19/2018 21:33:03,4616194
487941,16.765625,743,9/13/2018 16:38:20,4616318
181165,12.421875,165,10/5/2018 19:02:50,4616204
48548,61.5,52,2/2/2018 07:38:04,4616212
204216,44.71875,124,4/6/2018 06:28:12,4616252
661253,54.0625,141,6/18/2018 05:33:03,4616281
147695,53.4375,123,5/4/2018 22:08:04,4616193
823580,6.828125,345,1/22/2018 08:57:03,4616267
313709,33.5625,127,4/9/2018 00:33:03,4620332
78068,0.0,0,5/3/2018 03:08:03,4456478
1029852,50.34375,50,3/27/2018 17:23:03,4616253
659692,0.0,0,10/18/2018 21:53:37,4616282
862956,51.5625,140,9/23/2018 09:08:19,4456477
883415,21.125,231,1/23/2018 21:53:03,4362342
1029844,57.15625,131,10/28/2018 11:12:31,4616247
213440,53.4375,140,12/6/2018 14:08:37,4616247
621263,27.953125,255,4/16/2018 18:24:03,4616339
253496,35.40625,182,6/7/2018 15:38:04,4616312
887151,49.09375,87,9/23/2018 23:28:22,4620332
636383,32.9375,141,10/17/2018 12:33:22,4763652
650883,52.1875,143,2/17/2018 17:07:03,4616215
565341,19.875,110,9/15/2018 16:33:20,4456483
341482,9.3203125,451,3/9/2018 20:43:04,4620332
642410,10.5625,722,5/17/2018 16:33:10,4616352
1125591,49.09375,44,5/30/2018 03:18:04,4456483
321984,13.0390625,553,3/9/2018 08:38:11,4616225
465621,49.09375,109,1/13/2018 01:18:10,4616241
891779,8.0703125,868,3/24/2018 01:22:09,4616225
840896,53.4375,110,6/22/2018 20:38:03,4616206
805150,51.5625,312,9/21/2018 20:58:29,4362247
488168,11.1796875,474,7/13/2018 16:33:11,4616299
58266,23.609375,427,3/2/2018 13:52:09,4616328
321556,32.3125,213,3/9/2018 08:23:04,4456506
868061,11.796875,594,7/23/2018 11:08:11,4616225
812626,45.375,94,12/22/2018 00:53:20,4616220
236506,44.71875,47,7/7/2018 05:13:03,4616205
396177,0.0,0,8/11/2018 07:43:09,4616228
736028,53.4375,113,12/20/2018 01:28:14,4616198
501525,0.0,0,5/14/2018 01:18:11,4616282
1066028,47.84375,89,1/28/2018 17:38:03,4616220
989772,46.59375,47,4/26/2018 01:11:04,4456483
613511,46.59375,219,1/16/2018 22:38:04,4616333
476706,29.203125,331,5/13/2018 09:48:03,4616340
275388,0.0,0,2/8/2018 02:53:04,4616218
1128483,55.3125,112,10/31/2018 00:18:15,4616203
1012580,0.0,0,4/26/2018 14:58:12,4616210
780454,49.09375,94,12/21/2018 05:03:23,4456497
953211,14.90625,368,7/25/2018 15:48:03,4329508
630281,50.34375,42,2/17/2018 04:32:03,4763655
1088250,54.0625,109,1/29/2018 07:18:11,4616206
180610,0.0,0,10/5/2018 19:13:30,4620315
454789,0.0,0,5/12/2018 20:01:14,4763650
50457,37.90625,288,3/2/2018 09:02:06,4362244
1027102,22.984375,112,4/26/2018 23:48:12,4616342
1127833,44.71875,124,6/30/2018 06:03:10,4616252
140219,0.0,0,4/4/2018 15:48:04,4456478
461744,50.9375,213,9/13/2018 00:28:14,4362244
1161183,52.8125,305,10/31/2018 20:30:35,4362247
470849,43.5,54,7/13/2018 05:53:07,4456450
1124359,12.421875,512,10/30/2018 21:43:17,4616324
382059,7.44921875,1227,2/10/2018 20:17:04,4616340
1077285,0.0,0,7/28/2018 20:33:17,4616298
593949,42.25,105,5/16/2018 08:44:12,4616250
567422,48.46875,409,4/15/2018 09:48:03,4620343
1116854,36.65625,145,3/29/2018 23:03:10,4616300
259478,59.65625,66,5/7/2018 19:08:03,4616209
711270,0.0,0,3/19/2018 09:58:07,4620314
506730,0.0,0,9/14/2018 04:13:28,4616325
355544,3.720703125,554,4/10/2018 01:48:04,4456450
92577,50.9375,45,2/3/2018 10:43:04,4763648
367343,46.59375,46,5/10/2018 14:03:04,4616219
275502,47.84375,150,3/8/2018 03:58:04,4456477
916720,60.28125,152,4/24/2018 05:04:04,4616355
418813,50.9375,163,3/11/2018 21:28:04,4616297
891027,50.9375,84,12/24/2018 01:38:14,4616309
727530,62.75,82,7/19/2018 20:18:03,4616202
892375,0.0,0,5/24/2018 03:03:03,4456502
1076813,42.875,100,8/28/2018 20:33:24,4616309
1093072,11.796875,449,6/29/2018 08:38:04,4616337
723177,54.0625,86,8/19/2018 17:53:05,4763651
800403,40.375,53,7/21/2018 17:23:03,4616204
315769,28.578125,186,10/9/2018 06:18:21,4456511
761545,34.15625,573,10/21/2018 12:58:18,4616346
206741,54.6875,138,4/6/2018 07:58:11,4616352
889459,47.84375,33,4/23/2018 12:29:03,4616194
1029502,46.59375,46,1/27/2018 18:08:04,4616219
285215,0.0,0,3/8/2018 09:58:10,4616196
768917,54.6875,107,6/21/2018 00:13:03,4616206
524260,47.84375,241,3/14/2018 14:33:10,4616320
348031,49.6875,43,2/9/2018 23:22:04,4616218
93649,0.0,0,8/3/2018 12:48:11,4616223
243899,47.84375,44,4/7/2018 06:23:03,4763655
145451,32.9375,133,1/4/2018 18:01:20,4616260
533831,19.265625,146,2/14/2018 17:12:10,4616200
303487,49.09375,109,12/8/2018 21:48:52,4616300
15990,0.0,0,2/1/2018 11:43:12,4616196
150257,32.3125,138,2/4/2018 22:02:04,4620330
343322,8.6875,744,4/9/2018 18:28:03,4456501
149194,42.875,159,1/4/2018 20:16:04,4456506
676776,18.640625,137,7/18/2018 13:03:10,4616342
683180,9.3203125,671,9/18/2018 17:23:33,4616324
92170,0.0,0,2/3/2018 10:28:12,4616210
1098846,0.0,0,6/29/2018 12:08:12,4616210
1042662,50.9375,83,5/27/2018 23:58:04,4616220
411476,52.8125,30,5/11/2018 17:23:03,4616194
194428,56.53125,82,3/6/2018 01:57:09,4616246
405261,36.03125,67,5/11/2018 13:33:04,4456452
457138,49.09375,109,7/12/2018 21:22:28,4616299
152802,33.5625,131,2/4/2018 23:42:03,4620330
307040,49.6875,149,10/9/2018 00:58:20,4616247
365532,57.78125,114,2/10/2018 10:07:03,4616193
21996,41.0,56,1/1/2018 13:37:15,4763650
375884,0.0,0,4/10/2018 14:08:03,4456478
