"Id","Speed","TravelTime","Status","DataAsOf","linkId"
"325","29.82","184","0","2/15/2018 22:42:03","4329472"
"149","14.91","476","0","2/2/2018 18:23:11","4616339"
"106","0.00","0","-","2/14/2018 23:16:04","4616323"
"417","50.95","91","0","2/19/2018 13:07:04","4763649"
"178","50.33","164","0","2/5/2018 23:03:04","4616297"
"435","59.03","102","0","2/11/2018 20:27:09","4616198"
"141","0.00","0","-","2/26/2018 21:02:04","4456478"
"394","6.21","1106","0","2/27/2018 23:37:08","4616225"
"378","58.40","45","0","2/5/2018 22:08:04","4616197"
"330","37.28","133","0","2/13/2018 06:42:03","4329507"
"4","0.00","0","-","2/23/2018 01:37:04","4616338"
"1","7.45","690","0","2/17/2018 00:57:04","4616337"
"164","53.43","87","0","2/19/2018 21:57:03","4456497"
"257","39.76","317","0","2/18/2018 00:37:08","4616318"
"440","45.36","168","0","2/17/2018 23:22:03","4329483"
"171","29.20","418","0","2/10/2018 03:22:09","4616357"
"153","16.77","416","0","2/8/2018 13:47:11","4616235"
"164","50.33","92","0","2/19/2018 13:22:02","4456497"
"435","32.31","188","0","2/24/2018 17:02:08","4616198"
"425","49.08","220","0","2/11/2018 02:37:03","4616276"
"398","0.00","0","-","2/18/2018 15:17:03","4456481"
"315","52.81","94","0","2/3/2018 10:03:03","4616364"
"213","44.11","53","0","2/13/2018 00:57:04","4456450"
"431","54.68","91","0","2/7/2018 06:43:03","4616214"
"402","47.84","143","0","2/23/2018 17:37:04","4456505"
"433","55.92","134","0","2/28/2018 21:47:03","4616215"
"379","54.68","42","0","2/24/2018 03:52:05","4763650"
"264","47.84","45","0","2/13/2018 07:42:03","4763655"
"453","52.19","105","0","2/18/2018 17:02:09","4616239"
"262","0.00","0","-","2/6/2018 02:17:10","4616319"
"211","57.78","285","0","2/26/2018 06:17:03","4362250"
"159","35.41","155","0","2/27/2018 08:12:11","4616252"
"190","51.57","83","0","2/3/2018 06:42:03","4620332"
"410","19.88","232","0","2/26/2018 07:57:03","4763656"
"398","40.38","185","0","2/8/2018 15:22:02","4456481"
"159","34.17","160","0","2/24/2018 18:32:10","4616252"
"450","0.00","0","-","2/28/2018 01:42:09","4616346"
"257","14.29","857","0","2/2/2018 10:23:10","4616318"
"324","0.00","0","-","2/21/2018 04:17:07","4329473"
"428","52.81","101","0","2/21/2018 07:22:10","4616241"
"170","54.05","69","0","2/22/2018 00:32:04","4616356"
"413","47.22","45","0","2/24/2018 09:47:03","4616219"
"172","10.56","389","0","2/16/2018 14:22:04","4616310"
"394","16.15","443","0","2/8/2018 08:37:11","4616225"
"178","51.57","161","0","2/25/2018 10:32:04","4616297"
"164","18.64","247","0","2/18/2018 01:22:03","4456497"
"382","0.00","0","-","2/7/2018 02:02:10","4616216"
"155","7.45","895","0","2/9/2018 19:12:11","4616232"
"164","50.95","90","0","2/14/2018 20:02:03","4456497"
"154","0.00","0","-","2/18/2018 02:32:09","4616229"
"369","0.00","0","-","2/10/2018 15:22:09","4616282"
"406","52.81","130","0","2/2/2018 01:48:03","4456506"
"422","49.70","180","0","2/19/2018 09:22:03","4616298"
"427","23.61","374","0","2/22/2018 08:02:03","4616259"
"298","44.73","56","0","2/4/2018 04:28:03","4456498"
"211","55.92","294","-","2/12/2018 23:17:03","4362250"
"390","65.24","60","0","2/28/2018 01:07:04","4616209"
"377","57.16","69","0","2/3/2018 18:58:03","4616195"
"261","46.60","92","0","2/4/2018 18:18:04","4616226"
"351","0.00","0","-","2/26/2018 18:27:09","4616210"
"177","0.00","0","-","2/21/2018 11:08:10","4616309"
"439","55.30","52","0","2/16/2018 06:37:10","4616200"
"427","6.83","1254","0","2/15/2018 16:17:03","4616259"
"263","46.60","46","0","2/26/2018 11:12:02","4763657"
"369","0.00","0","-","2/27/2018 09:57:09","4616282"
"380","49.08","47","0","2/12/2018 10:12:04","4763648"
"351","0.00","0","-","2/2/2018 15:43:10","4616210"
"379","44.73","51","0","2/10/2018 21:27:05","4763650"
"427","47.22","188","0","2/10/2018 11:37:03","4616259"
