CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
03/01/2017,8:35,BROOKLYN,11212,40.661907,-73.927574,"(40.661907, -73.927574)",EAST 92 STREET                  ,RUTLAND ROAD,,1,0,1,0,0,0,0,0,Backing Unsafely,,,,,3625325,,,,,
01/11/2017,7:06,BROOKLYN,11239,40.650764,-73.88481,"(40.650764, -73.88481)",VANDALIA AVENUE                 ,PENNSYLVANIA AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,,,3596460,Sedan,,,,
05/02/2014,11:04,MANHATTAN,10037,40.8095251,-73.9378814,"(40.8095251, -73.9378814)",EAST 131 STREET                 ,MADISON AVENUE                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,328739,VAN,PASSENGER VEHICLE,,,
10/18/2019,8:36,QUEENS,11377,40.7622,-73.901924,"(40.7622, -73.901924)",,,26-15     BROOKLYN QUEENS EXPRESSWAY    ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4226449,Sedan,Station Wagon/Sport Utility Vehicle,,,
01/19/2013,15:45,BRONX,10454,40.8081625,-73.9265219,"(40.8081625, -73.9265219)",EAST 135 STREET                 ,ALEXANDER AVENUE                ,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,73716,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
07/07/2017,14:50,,,40.764988,-73.82067,"(40.764988, -73.82067)",NORTHERN BOULEVARD              ,,,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,,,,3706691,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
09/11/2018,15:25,QUEENS,11368,40.736317,-73.857605,"(40.736317, -73.857605)",,,99-49     HORACE HARDING EXPRESSWAY     ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3978868,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
04/26/2013,7:55,QUEENS,11366,40.7317413,-73.7803344,"(40.7317413, -73.7803344)",190 STREET                      ,75 AVENUE                       ,,0,0,0,0,0,0,0,0,Backing Unsafely,Traffic Control Disregarded,,,,235597,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/30/2020,7:15,BRONX,10460,40.842625,-73.87818,"(40.842625, -73.87818)",BOSTON ROAD                     ,EAST 180 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4281395,Station Wagon/Sport Utility Vehicle,omt,,,
12/05/2017,17:40,QUEENS,11429,40.704937,-73.739975,"(40.704937, -73.739975)",,,112-18    SPRINGFIELD BOULEVARD         ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3804093,Station Wagon/Sport Utility Vehicle,Sedan,,,
02/11/2013,8:00,MANHATTAN,10019,40.7699819,-73.994646,"(40.7699819, -73.994646)",WEST 55 STREET                  ,WEST SIDE HIGHWAY               ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Lost Consciousness,,,,40266,TAXI,TAXI,,,
09/12/2012,20:00,BROOKLYN,11235,40.585935,-73.9518893,"(40.585935, -73.9518893)",VOORHIES AVENUE                 ,SHEEPSHEAD BAY ROAD             ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,116847,PASSENGER VEHICLE,UNKNOWN,,,
01/25/2013,16:00,QUEENS,11691,40.5951262,-73.75125,"(40.5951262, -73.75125)",SEAGIRT BOULEVARD               ,BEACH 17 STREET                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,202684,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
10/01/2018,15:30,MANHATTAN,10032,40.84215,-73.94228,"(40.84215, -73.94228)",WEST 168 STREET                 ,FORT WASHINGTON AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3994065,Ambulance,Taxi,,,
11/23/2012,22:20,BRONX,10461,40.842813,-73.8446835,"(40.842813, -73.8446835)",WILLIAMSBRIDGE ROAD             ,HALPERIN AVENUE                 ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,89344,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/09/2017,15:20,QUEENS,11372,40.74798,-73.88977,"(40.74798, -73.88977)",,,37-50     76 STREET                     ,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3629068,Station Wagon/Sport Utility Vehicle,Taxi,,,
04/25/2014,12:30,QUEENS,11691,40.603796,-73.7396469,"(40.603796, -73.7396469)",VIRGINIA STREET                 ,ELVIRA AVENUE                   ,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,326317,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/15/2015,6:00,QUEENS,11373,40.7393958,-73.8779179,"(40.7393958, -73.8779179)",CORONA AVENUE                   ,BROADWAY                        ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3240292,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/20/2013,8:00,,,,,,WINTHROP STREET                 ,EAST 54 STREET                  ,,3,0,0,0,0,0,3,0,Unspecified,Unspecified,,,,139818,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/12/2018,0:47,,,,,,FDR DRIVE                       ,EAST 23 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3900197,Station Wagon/Sport Utility Vehicle,Taxi,,,
01/01/2020,8:29,,,40.608223,-74.1294,"(40.608223, -74.1294)",STATEN ISLAND EXPRESSWAY        ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4267626,Sedan,Pick-up Truck,,,
05/15/2017,16:00,,,,,,MILFORD DRIVE                   ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3671320,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
09/07/2017,6:53,BRONX,10457,40.851673,-73.89621,"(40.851673, -73.89621)",,,454       EAST 180 STREET               ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3746641,Sedan,,,,
01/20/2018,17:23,BROOKLYN,11216,40.682835,-73.94092,"(40.682835, -73.94092)",THROOP AVENUE                   ,HALSEY STREET,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,Unspecified,,,3832494,Sedan,Sedan,Sedan,,
04/12/2017,14:49,QUEENS,11106,40.75621,-73.92896,"(40.75621, -73.92896)",36 AVENUE                       ,32 STREET,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Driver Inattention/Distraction,,,,3650401,Sedan,Station Wagon/Sport Utility Vehicle,,,
07/05/2017,14:00,BRONX,10466,40.88969,-73.85854,"(40.88969, -73.85854)",,,717       EAST 228 STREET               ,0,0,0,0,0,0,0,0,Other Vehicular,,,,,3706378,Station Wagon/Sport Utility Vehicle,,,,
12/21/2019,14:40,BROOKLYN,11207,40.660633,-73.89002,"(40.660633, -73.89002)",HEGEMAN AVENUE                  ,VERMONT STREET,,4,0,0,0,0,0,4,0,Driver Inexperience,Unspecified,,,,4262769,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
01/04/2019,21:55,QUEENS,11372,40.754025,-73.882256,"(40.754025, -73.882256)",85 STREET                       ,34 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4059212,Station Wagon/Sport Utility Vehicle,,,,
07/09/2018,22:50,QUEENS,11436,40.67504,-73.794235,"(40.67504, -73.794235)",145 STREET                      ,123 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3938382,Sedan,Sedan,,,
09/29/2020,8:25,,,,,,CROSS ISLAND PARKWAY            ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4352961,Station Wagon/Sport Utility Vehicle,,,,
05/30/2013,19:00,,,,,,172 STREET                      ,GRAND CENTRAL PARKWAY           ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,235923,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
02/24/2020,16:00,,,40.626163,-74.15742,"(40.626163, -74.15742)",,,2045      FOREST AVENUE                 ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4294870,Sedan,,,,
01/10/2017,9:30,,,40.711033,-73.7281,"(40.711033, -73.7281)",CROSS ISLAND PARKWAY            ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3595795,Sedan,Station Wagon/Sport Utility Vehicle,,,
04/09/2019,9:34,BRONX,10469,40.876617,-73.83926,"(40.876617, -73.83926)",ELY AVENUE                      ,GIVAN AVENUE,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,4111697,Sedan,Sedan,,,
04/15/2021,7:00,,,40.66597,-73.928604,"(40.66597, -73.928604)",ROCHESTER AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4407943,Sedan,,,,
10/24/2016,19:25,MANHATTAN,10017,40.750492,-73.97172,"(40.750492, -73.97172)",2 AVENUE                        ,EAST 43 STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3547354,Taxi,Box Truck,,,
01/25/2017,13:00,,,40.843975,-73.913864,"(40.843975, -73.913864)",EAST MOUNT EDEN AVENUE          ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Following Too Closely,,,,3604080,Sedan,Sedan,,,
11/25/2015,9:15,,,40.6726912,-73.7354311,"(40.6726912, -73.7354311)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3341641,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/08/2020,16:57,,,40.68342,-73.982,"(40.68342, -73.982)",3 AVENUE                        ,,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,4312494,Station Wagon/Sport Utility Vehicle,Sedan,,,
09/28/2020,1:30,,,40.853474,-73.906456,"(40.853474, -73.906456)",EAST BURNSIDE AVENUE            ,,,1,0,1,0,0,0,0,0,,,,,,4352408,Sedan,,,,
01/31/2016,20:05,MANHATTAN,10012,40.7242353,-73.9977848,"(40.7242353, -73.9977848)",PRINCE STREET                   ,BROADWAY                        ,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3380558,SPORT UTILITY / STATION WAGON,,,,
07/22/2012,3:30,,,,,,HUDSON STREET                   ,CANAL STREET                    ,,5,0,0,0,0,0,5,0,Driver Inattention/Distraction,Physical Disability,Unspecified,,,239,LIVERY VEHICLE,LIVERY VEHICLE,PASSENGER VEHICLE,,
02/05/2013,9:00,,,40.8708016,-73.8193996,"(40.8708016, -73.8193996)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,Unspecified,Unspecified,,2912863,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
07/21/2016,19:50,BRONX,10469,40.868317,-73.84901,"(40.868317, -73.84901)",,,2938      WILSON AVENUE                 ,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,Unspecified,Unspecified,,3485477,,,,,
01/07/2019,10:45,BRONX,10455,40.812984,-73.90784,"(40.812984, -73.90784)",,,755       EAST 149 STREET               ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4063048,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,
08/29/2012,23:15,BROOKLYN,11218,40.6417457,-73.9851256,"(40.6417457, -73.9851256)",13 AVENUE                       ,37 STREET                       ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,130350,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
07/10/2015,21:50,,,40.7263282,-73.7661877,"(40.7263282, -73.7661877)",,,PARKING LOT OF 195-15 GCP               ,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,,,,3256802,SPORT UTILITY / STATION WAGON,MOTORCYCLE,,,
07/14/2020,18:35,,,40.794052,-73.970375,"(40.794052, -73.970375)",AMSTERDAM AVENUE                ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4328634,Sedan,Bike,,,
09/30/2015,8:10,BROOKLYN,11203,40.6461434,-73.9327039,"(40.6461434, -73.9327039)",BEVERLEY ROAD                   ,SCHENECTADY AVENUE              ,,1,0,0,0,0,0,1,0,Fatigued/Drowsy,Unspecified,,,,3306206,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/26/2015,22:10,BRONX,10456,40.8224312,-73.909456,"(40.8224312, -73.909456)",SAINT ANNS AVENUE               ,EAST 161 STREET                 ,,1,0,0,0,1,0,0,0,Prescription Medication,Unspecified,,,,3342269,PASSENGER VEHICLE,BICYCLE,,,
10/12/2019,1:48,,,40.770054,-73.914406,"(40.770054, -73.914406)",35 STREET                       ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4222088,Sedan,Box Truck,,,
11/05/2017,23:40,,,40.80003,-73.954865,"(40.80003, -73.954865)",WEST 111 STREET                 ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3784126,Station Wagon/Sport Utility Vehicle,Sedan,,,
11/28/2016,20:23,,,40.60715,-73.89837,"(40.60715, -73.89837)",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3570327,Sedan,Station Wagon/Sport Utility Vehicle,,,
01/12/2014,2:37,BROOKLYN,11207,40.6585778,-73.8906229,"(40.6585778, -73.8906229)",LINDEN BOULEVARD                ,PENNSYLVANIA AVENUE             ,,0,0,0,0,0,0,0,0,Unspecified,,,,,170022,VAN,,,,
03/09/2015,1:20,BROOKLYN,11234,40.6154331,-73.9138754,"(40.6154331, -73.9138754)",MILL AVENUE                     ,AVENUE U                        ,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3183729,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/08/2012,21:50,MANHATTAN,10035,40.7973092,-73.9344544,"(40.7973092, -73.9344544)",EAST 118 STREET                 ,1 AVENUE                        ,,1,0,1,0,0,0,0,0,Unspecified,,,,,60044,SPORT UTILITY / STATION WAGON,,,,
03/16/2017,9:00,QUEENS,11365,40.738083,-73.809456,"(40.738083, -73.809456)",,,61-36     159 STREET                    ,0,0,0,0,0,0,0,0,Unspecified,,,,,3633366,Sedan,,,,
10/04/2019,21:00,QUEENS,11358,40.763496,-73.80734,"(40.763496, -73.80734)",NORTHERN BOULEVARD              ,158 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4218577,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
10/05/2017,17:00,MANHATTAN,10001,40.745094,-73.99214,"(40.745094, -73.99214)",,,114       WEST 26 STREET                ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3764612,Sedan,Pick-up Truck,,,
11/13/2020,19:50,BROOKLYN,11211,40.71153,-73.94517,"(40.71153, -73.94517)",,,679       GRAND STREET                  ,0,0,0,0,0,0,0,0,Unspecified,,,,,4367375,Sedan,,,,
02/24/2016,15:18,MANHATTAN,10016,40.7476292,-73.9767362,"(40.7476292, -73.9767362)",EAST 37 STREET                  ,3 AVENUE                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3393990,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
11/24/2014,14:00,MANHATTAN,10017,40.7534818,-73.9808885,"(40.7534818, -73.9808885)",WEST 42 STREET                  ,5 AVENUE                        ,,1,0,1,0,0,0,0,0,Glare,,,,,2839465,PASSENGER VEHICLE,,,,
11/23/2017,12:00,,,40.818558,-73.92732,"(40.818558, -73.92732)",GRAND CONCOURSE                 ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3797388,Sedan,Ambulance,,,
01/13/2018,12:30,MANHATTAN,10034,40.865864,-73.92638,"(40.865864, -73.92638)",,,4781      BROADWAY                      ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3829068,Station Wagon/Sport Utility Vehicle,Sedan,,,
04/30/2014,16:19,STATEN ISLAND,10312,40.5602903,-74.1659207,"(40.5602903, -74.1659207)",RIDGEWOOD AVENUE                ,ARTHUR KILL ROAD                ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,328584,PASSENGER VEHICLE,UNKNOWN,,,
10/23/2012,8:10,MANHATTAN,10025,40.8013526,-73.9678754,"(40.8013526, -73.9678754)",WEST 106 STREET                 ,BROADWAY                        ,,0,0,0,0,0,0,0,0,Prescription Medication,Other Vehicular,,,,57960,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/16/2017,21:00,BRONX,10471,40.91083,-73.89664,"(40.91083, -73.89664)",,,6681      BROADWAY                      ,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3732267,Station Wagon/Sport Utility Vehicle,Sedan,,,
02/02/2020,16:30,,,40.718555,-73.988205,"(40.718555, -73.988205)",ESSEX STREET                    ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4282446,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
09/01/2015,11:55,,,,,,51 AVENUE                       ,QUEENS BOULEVARD                ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3289130,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/11/2015,10:52,,,40.6962976,-73.9771476,"(40.6962976, -73.9771476)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3294707,PASSENGER VEHICLE,UNKNOWN,VAN,,
11/29/2015,20:47,QUEENS,11370,40.7670543,-73.8884087,"(40.7670543, -73.8884087)",81 STREET                       ,GRAND CENTRAL PARKWAY           ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3344241,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/04/2018,23:15,MANHATTAN,10001,40.75048,-73.99472,"(40.75048, -73.99472)",,,421       8 AVENUE                      ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4015214,Taxi,Station Wagon/Sport Utility Vehicle,,,
02/17/2020,7:51,MANHATTAN,10033,40.846443,-73.935844,"(40.846443, -73.935844)",,,1331      SAINT NICHOLAS AVENUE         ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4290267,Box Truck,Sedan,,,
06/29/2015,0:05,,,40.7668377,-73.896648,"(40.7668377, -73.896648)",,,,0,0,0,0,0,0,0,0,Backing Unsafely,Lost Consciousness,,,,3249304,TAXI,PASSENGER VEHICLE,,,
02/11/2020,12:59,BRONX,10458,40.86226,-73.89589,"(40.86226, -73.89589)",EAST FORDHAM ROAD               ,VALENTINE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4286936,Sedan,Station Wagon/Sport Utility Vehicle,,,
08/30/2017,15:38,BRONX,10463,40.88273,-73.90373,"(40.88273, -73.90373)",,,3425      KINGSBRIDGE AVENUE            ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3741510,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
01/23/2014,21:15,QUEENS,11102,40.7709626,-73.9214219,"(40.7709626, -73.9214219)",ASTORIA BOULEVARD               ,27 STREET                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,278859,LIVERY VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/19/2015,11:00,MANHATTAN,10016,40.7466818,-73.9744953,"(40.7466818, -73.9744953)",EAST 37 STREET                  ,2 AVENUE                        ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3205034,SPORT UTILITY / STATION WAGON,BICYCLE,,,
08/30/2016,16:00,,,40.805725,-73.95442,"(40.805725, -73.95442)",WEST 118 STREET                 ,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3511804,Motorcycle,Pick-up Truck,,,
05/16/2021,23:33,BRONX,10469,40.879887,-73.85513,"(40.879887, -73.85513)",,,3736      PAULDING AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4417279,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
08/10/2016,12:10,BRONX,10463,40.88752,-73.90723,"(40.88752, -73.90723)",,,3732      RIVERDALE AVENUE              ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3498667,Sedan,,,,
06/19/2018,22:28,BRONX,10453,40.849667,-73.90802,"(40.849667, -73.90802)",EAST 177 STREET                 ,MORRIS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3925399,Station Wagon/Sport Utility Vehicle,Sedan,,,
10/09/2020,14:06,,,40.657406,-73.89881,"(40.657406, -73.89881)",VAN SIDERIN AVENUE              ,LINDEN BOULEVARD,,1,0,1,0,0,0,0,0,,,,,,4356256,Sedan,,,,
11/09/2020,17:40,BRONX,10456,40.831383,-73.906845,"(40.831383, -73.906845)",EAST 168 STREET                 ,WASHINGTON AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4366082,Station Wagon/Sport Utility Vehicle,,,,
05/08/2017,9:15,,,40.698406,-73.80647,"(40.698406, -73.80647)",95 AVENUE                       ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3670471,Sedan,Bus,,,
11/27/2019,4:45,,,40.753986,-73.80769,"(40.753986, -73.80769)",159 STREET                      ,,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4248364,4 dr sedan,,,,
07/14/2012,12:10,BRONX,10473,40.8228467,-73.8520792,"(40.8228467, -73.8520792)",OLMSTEAD AVENUE                 ,LAFAYETTE AVENUE                ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,80933,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
08/21/2019,6:30,MANHATTAN,10016,40.743824,-73.979515,"(40.743824, -73.979515)",3 AVENUE                        ,EAST 31 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4192294,Station Wagon/Sport Utility Vehicle,Bike,,,
01/17/2020,21:00,BROOKLYN,11234,40.609867,-73.92239,"(40.609867, -73.92239)",,,5100      AVENUE U                      ,0,0,0,0,0,0,0,0,Unspecified,,,,,4274985,Sedan,,,,
01/10/2017,9:30,,,40.806828,-73.93432,"(40.806828, -73.93432)",THIRD AVE BRIDGE                ,,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3595777,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
10/06/2016,9:30,,,40.79522,-73.921524,"(40.79522, -73.921524)",TRIBOROUGH BRIDGE               ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3535809,Sedan,,,,
05/15/2014,16:55,MANHATTAN,10065,40.7624884,-73.9629739,"(40.7624884, -73.9629739)",EAST 62 STREET                  ,2 AVENUE                        ,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,335515,PASSENGER VEHICLE,VAN,,,
06/06/2017,8:19,,,40.71906,-73.812126,"(40.71906, -73.812126)",UNION TURNPIKE                  ,150 STREET,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3684879,Station Wagon/Sport Utility Vehicle,,,,
07/30/2013,20:55,,,,,,,,IN PARKING GARAGE OF 535 OCEAN PKWY     ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,133064,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/14/2017,14:00,QUEENS,11415,,,,KEW GARDEN ROAD                 ,81 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3750125,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
04/11/2017,16:20,QUEENS,11101,40.737675,-73.930244,"(40.737675, -73.930244)",36 STREET                       ,HUNTERS POINT AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3656001,Sedan,Sedan,Sedan,,
09/28/2017,16:30,BROOKLYN,11210,40.621895,-73.94681,"(40.621895, -73.94681)",,,2902      AVENUE L                      ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3759703,Sedan,Station Wagon/Sport Utility Vehicle,,,
09/17/2012,10:23,STATEN ISLAND,10312,40.5584106,-74.1693169,"(40.5584106, -74.1693169)",RICHMOND AVENUE                 ,BRANDIS AVENUE                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,294215,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
11/23/2015,14:58,BRONX,10453,40.8548229,-73.911194,"(40.8548229, -73.911194)",UNIVERSITY AVENUE               ,WEST 179 STREET                 ,,1,0,0,0,0,0,1,0,Fatigued/Drowsy,Unspecified,,,,3340606,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
12/25/2015,17:45,BROOKLYN,11226,40.6466293,-73.9556509,"(40.6466293, -73.9556509)",BEDFORD AVENUE                  ,TILDEN AVENUE                   ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Pavement Slippery,,,,3360757,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/03/2014,9:40,QUEENS,11358,40.7578472,-73.7894275,"(40.7578472, -73.7894275)",NORTHERN BOULEVARD              ,192 STREET                      ,,1,0,0,0,0,0,1,0,Fatigued/Drowsy,Unspecified,Unspecified,,,314855,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
05/01/2020,14:30,BROOKLYN,11213,40.668495,-73.925606,"(40.668495, -73.925606)",BUFFALO AVENUE                  ,EASTERN PARKWAY,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4311777,Sedan,Station Wagon/Sport Utility Vehicle,,,
07/11/2015,12:00,BRONX,10451,40.8238837,-73.9175656,"(40.8238837, -73.9175656)",EAST 159 STREET                 ,PARK AVENUE                     ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3257886,PASSENGER VEHICLE,UNKNOWN,,,
10/13/2019,15:05,,,40.59799,-74.00568,"(40.59799, -74.00568)",BELT PARKWAY                    ,,,1,0,0,0,0,0,1,0,Driver Inexperience,Unspecified,Unspecified,,,4223434,Sedan,Pick-up Truck,Motorcycle,,
